year_month,domestic_consumption,import_volume,export_volume,stock,exchange_rate_usd,china_pmi,thai_price,oil_price_thb,world_price_thb_kg,month,quarter,year,is_season,thai_price_lag1,thai_price_lag3,thai_price_lag6,thai_price_lag12,world_price_thb_kg_lag1,world_price_thb_kg_lag3,world_price_thb_kg_lag6,world_price_thb_kg_lag12,oil_price_thb_lag1,oil_price_thb_lag3,oil_price_thb_lag6,oil_price_thb_lag12,china_pmi_lag1,china_pmi_lag3,china_pmi_lag6,china_pmi_lag12,stock_lag1,stock_lag3,stock_lag6,stock_lag12,thai_price_ma3,thai_price_std3,thai_price_ma6,thai_price_std6,thai_price_ma12,thai_price_std12,world_price_thb_kg_ma3,world_price_thb_kg_std3,world_price_thb_kg_ma6,world_price_thb_kg_std6,world_price_thb_kg_ma12,world_price_thb_kg_std12,oil_price_thb_ma3,oil_price_thb_std3,oil_price_thb_ma6,oil_price_thb_std6,oil_price_thb_ma12,oil_price_thb_std12,china_pmi_ma3,china_pmi_std3,china_pmi_ma6,china_pmi_std6,china_pmi_ma12,china_pmi_std12,thai_price_pct1,thai_price_pct3,thai_price_pct6,world_price_thb_kg_pct1,world_price_thb_kg_pct3,world_price_thb_kg_pct6,oil_price_thb_pct1,oil_price_thb_pct3,oil_price_thb_pct6,exchange_rate_usd_pct1,exchange_rate_usd_pct3,exchange_rate_usd_pct6
2007-01,30652000,55000,267567000.0,280671000.0,36.18,54.8,65.12,2103.5052,75.16825965472428,1,1,2007,0,,,,,,,,,,,,,,,,,,,,,69.21666666666667,3.9106308101549683,70.34333333333333,2.8967614100347747,69.52833333333334,4.389460172511034,78.41988206030469,3.1535916431133315,79.07682842079952,2.85899144510484,78.172011058037,4.593559641240972,2207.299966666667,102.95893430908927,2261.2823000000003,113.38865715239764,2583.5011666666664,399.9577525578858,54.333333333333336,1.0785793124908967,55.56666666666666,1.8107088851239064,54.99166666666667,1.5687043486053496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02,26790000,44000,237979000.0,249005000.0,35.75,55.1,72.91,2208.9925,81.465324923125,2,1,2007,0,65.12,,,,75.16825965472428,,,,2103.5052,,,,54.8,,,,280671000.0,,,,69.21666666666667,3.9106308101549683,70.34333333333333,2.8967614100347747,69.52833333333334,4.389460172511034,78.41988206030469,3.1535916431133315,79.07682842079952,2.85899144510484,78.172011058037,4.593559641240972,2207.299966666667,102.95893430908927,2261.2823000000003,113.38865715239764,2583.5011666666664,399.9577525578858,54.333333333333336,1.0785793124908967,55.56666666666666,1.8107088851239064,54.99166666666667,1.5687043486053496,11.962530712530706,0.0,0.0,8.377292885754528,0.0,0.0,5.014834287074721,0.0,0.0,-1.1885019347705916,0.0,0.0
2007-03,31717000,119000,230410000.0,217339000.0,35.06,53.1,69.62,2309.4022000000004,78.6260616030648,3,1,2007,0,72.91,,,,81.465324923125,,,,2208.9925,,,,55.1,,,,249005000.0,,,,69.21666666666667,3.9106308101549683,70.34333333333333,2.8967614100347747,69.52833333333334,4.389460172511034,78.41988206030469,3.1535916431133315,79.07682842079952,2.85899144510484,78.172011058037,4.593559641240972,2207.299966666667,102.95893430908927,2261.2823000000003,113.38865715239764,2583.5011666666664,399.9577525578858,54.333333333333336,1.0785793124908967,55.56666666666666,1.8107088851239064,54.99166666666667,1.5687043486053496,-4.512412563434365,0.0,0.0,-3.4852415094882128,0.0,0.0,4.545497551485611,0.0,0.0,-1.930069930069922,0.0,0.0
2007-04,27788000,184000,180185000.0,178575000.0,34.87,56.1,72.84,2291.3077,80.90712148843059,4,2,2007,0,69.62,65.12,,,78.6260616030648,75.16825965472428,,,2309.4022000000004,2103.5052,,,53.1,54.8,,,217339000.0,280671000.0,,,71.79,1.8796010214936534,70.34333333333333,2.8967614100347747,69.52833333333334,4.389460172511034,80.33283600487347,1.5042296741615622,79.07682842079952,2.85899144510484,78.172011058037,4.593559641240972,2269.9008,53.51839393358121,2261.2823000000003,113.38865715239764,2583.5011666666664,399.9577525578858,54.76666666666667,1.5275252316519456,55.56666666666666,1.8107088851239064,54.99166666666667,1.5687043486053496,4.625107727664468,11.855036855036861,0.0,2.901149871758135,7.6346876461780955,0.0,-0.7835144523548387,8.928073959598471,0.0,-0.5419281232173501,-3.6207849640685574,0.0
2007-05,32905000,91000,178103000.0,209215000.0,34.62,58.6,71.47,2216.0262,82.00404866619239,5,2,2007,1,72.84,72.91,,,80.90712148843059,81.465324923125,,,2291.3077,2208.9925,,,56.1,55.1,,,178575000.0,249005000.0,,,71.31,1.6159517319524126,70.34333333333333,2.8967614100347747,69.52833333333334,4.389460172511034,80.51241058589592,1.723237265178302,79.07682842079952,2.85899144510484,78.172011058037,4.593559641240972,2272.2453666666665,49.52069020200863,2261.2823000000003,113.38865715239764,2583.5011666666664,399.9577525578858,55.93333333333334,2.7537852736430484,55.56666666666666,1.8107088851239064,54.99166666666667,1.5687043486053496,-1.880834706205392,-1.975037717734185,0.0,1.3557856930043632,0.661292081724052,0.0,-3.285525553813662,0.31841212679535325,0.0,-0.716948666475481,-3.1608391608391684,0.0
2007-06,32379000,239000,192376000.0,166030000.0,34.5,55.7,70.1,2438.46,76.29015418926,6,2,2007,1,71.47,69.62,,,82.00404866619239,78.6260616030648,,,2216.0262,2309.4022000000004,,,58.6,53.1,,,209215000.0,217339000.0,,,71.47,1.3700000000000034,70.34333333333333,2.8967614100347747,69.52833333333334,4.389460172511034,79.73377478129431,3.0322770972884885,79.07682842079952,2.85899144510484,78.172011058037,4.593559641240972,2315.264633333333,113.13553746132673,2261.2823000000003,113.38865715239764,2583.5011666666664,399.9577525578858,56.800000000000004,1.5716233645501627,55.56666666666666,1.8107088851239064,54.99166666666667,1.5687043486053496,-1.916888204841194,0.6894570525710852,0.0,-6.96781996726955,-2.970907312638116,0.0,10.037507679286485,5.588363949770181,0.0,-0.34662045060658286,-1.597261836851116,0.0
2007-07,31285000,130000,222009000.0,216187000.0,33.71,54.5,61.38,2636.4591,69.98272695994184,7,3,2007,0,70.1,72.84,65.12,,76.29015418926,80.90712148843059,75.16825965472428,,2438.46,2291.3077,2103.5052,,55.7,56.1,54.8,,166030000.0,178575000.0,280671000.0,,67.64999999999999,5.473015622122797,69.72,4.305415194844743,69.52833333333334,4.389460172511034,76.09230993846474,6.013102414891338,78.2125729716691,4.556606349226106,78.172011058037,4.593559641240972,2430.3151,210.334757939837,2350.10795,162.97789987628045,2583.5011666666664,399.9577525578858,56.26666666666667,2.1079215671683134,55.51666666666667,1.8400181158528466,54.99166666666667,1.5687043486053496,-12.439372325249632,-15.7331136738056,-5.743243243243246,-8.267681847477636,-13.502389316929154,-6.89856691986952,8.119842031446067,15.063511548448961,25.336466960005623,-2.2898550724637645,-3.3266418124462183,-6.826976229961302
2007-08,32859000,225000,254104000.0,215958000.0,34.19,53.3,64.39,2531.4276,72.25745844832372,8,3,2007,0,61.38,71.47,72.91,,69.98272695994184,82.00404866619239,81.465324923125,,2636.4591,2216.0262,2208.9925,,54.5,58.6,55.1,,216187000.0,209215000.0,249005000.0,,65.29,4.429119551333013,68.3,4.445613568451489,69.52833333333334,4.389460172511034,72.84344653250852,3.1942833451950756,76.67792855920221,4.7867629981272755,78.172011058037,4.593559641240972,2535.4489,99.06078457426871,2403.847133333333,160.27777483845506,2583.5011666666664,399.9577525578858,54.5,1.2000000000000068,55.21666666666667,2.055642640797925,54.99166666666667,1.5687043486053496,4.903877484522634,-9.906254372463973,-11.685639829927307,3.250418477810868,-11.885498797191552,-11.302804577886738,-3.9838091931712505,14.232746887198356,14.596477806058662,1.4239098190447885,-1.2420566146736034,-4.3636363636363695
2007-09,32358000,135000,227836000.0,226305000.0,34.21,54.0,65.87,2793.5886,73.9962327822993,9,3,2007,0,64.39,70.1,69.62,,72.25745844832372,76.29015418926,78.6260616030648,,2531.4276,2438.46,2309.4022000000004,,53.3,55.7,53.1,,215958000.0,166030000.0,217339000.0,,63.88,2.288034090655225,67.675,4.486338150429588,69.52833333333334,4.389460172511034,72.07880606352163,2.0127083128140026,75.90629042240796,4.7830788703415665,78.172011058037,4.593559641240972,2653.8251,131.94044469854404,2484.5448666666666,215.5693141206105,2583.5011666666664,399.9577525578858,53.93333333333334,0.6027713773341885,55.36666666666667,1.8970151993768172,54.99166666666667,1.5687043486053496,2.2984935548998386,-6.034236804564896,-5.3863832232117215,2.4063596635067075,-3.0068380793541905,-5.88841501961358,10.356251152511732,14.56364262690386,20.965875931009315,0.05849663644341696,-0.8405797101449286,-2.424415288077586
2007-10,34094000,208000,253082000.0,235707000.0,34.17,56.1,71.15,3230.0901000000003,79.675500758964,10,4,2007,0,65.87,61.38,72.84,,73.9962327822993,69.98272695994184,80.90712148843059,,2793.5886,2636.4591,2291.3077,,54.0,54.5,56.1,,226305000.0,216187000.0,178575000.0,,67.13666666666667,3.553552213396278,67.39333333333333,4.136629868222034,69.52833333333334,4.389460172511034,75.30973066319568,3.879535467417664,75.70102030083021,4.546098055980938,78.172011058037,4.593559641240972,2851.7021,352.93796393736005,2641.0086,347.5521081004166,2583.5011666666664,399.9577525578858,54.46666666666667,1.4571661996263,55.36666666666667,1.8970151993768172,54.99166666666667,1.5687043486053496,8.015788674662216,15.917236884978836,-2.320153761669408,7.675077180447021,13.85023736581501,-1.5222649215652861,15.625117456450122,22.516222610849535,40.97146795255831,-0.11692487576732136,1.3645802432512566,-2.0074562661313355
2007-11,31261000,228000,212643000.0,230390000.0,33.9,53.2,75.92,3007.269,84.164791833936,11,4,2007,0,71.15,64.39,71.47,,79.675500758964,72.25745844832372,82.00404866619239,,3230.0901000000003,2531.4276,2216.0262,,56.1,53.3,58.6,,235707000.0,215958000.0,209215000.0,,70.98,5.02715625378801,68.135,5.260094105622063,69.52833333333334,4.389460172511034,79.2788417917331,5.0958710785172965,76.06114416212081,5.185830010522807,78.172011058037,4.593559641240972,3010.3159,218.26670056439872,2772.8824,301.04975826762495,2583.5011666666664,399.9577525578858,54.43333333333334,1.4977761292440694,54.46666666666667,1.214358541233467,54.99166666666667,1.5687043486053496,6.70414617006323,17.906507221618263,6.226388694557161,5.634468603533582,16.479037100547945,2.6349225469820103,-6.898293642025665,18.797353714560106,35.70548037744319,-0.7901668129938644,-0.8482012284293683,-2.0797227036395083
2007-12,29622000,253000,238468000.0,230390000.0,33.71,55.4,73.57,3235.4858000000004,83.52645138818198,12,4,2007,0,75.92,65.87,70.1,,84.164791833936,73.9962327822993,76.29015418926,,3007.269,2793.5886,2438.46,,53.2,54.0,55.7,,230390000.0,226305000.0,166030000.0,,73.54666666666667,2.385085602936086,68.71333333333334,5.6923480802447965,69.52833333333334,4.389460172511034,82.45558132702733,2.428683924446288,77.26719369527447,6.02354045422831,78.172011058037,4.593559641240972,3157.6149666666665,130.23137357918804,2905.7200333333335,299.8143851976319,2583.5011666666664,399.9577525578858,54.9,1.513274595042158,54.416666666666664,1.1583033569262728,54.99166666666667,1.5687043486053496,-3.0953635405690294,11.689691817215708,4.950071326676175,-0.7584411864446916,12.879329457110433,9.485230795274369,7.588838909987783,15.818263290450151,32.68562125275791,-0.5604719764011779,-1.4615609470914892,-2.2898550724637645
2008-01,32715000,228000,262799000.0,260492000.0,33.19,55.3,77.75,3045.1825,87.07850177628137,1,1,2008,0,73.57,71.15,61.38,65.12,83.52645138818198,79.675500758964,69.98272695994184,75.16825965472428,3235.4858000000004,3230.0901000000003,2636.4591,2103.5052,55.4,56.1,54.5,54.8,230390000.0,235707000.0,216187000.0,280671000.0,75.74666666666667,2.0953838152789244,71.44166666666668,5.389524716212607,70.58083333333333,4.736802639167502,84.92324833279979,1.8935964948744668,80.11648949799773,5.931316704280608,79.16453123483342,5.139778831102216,3095.9791,122.2945128745719,2973.8406,271.49555710120046,2661.974275,389.4617991416242,54.63333333333333,1.2423096769056179,54.550000000000004,1.2144957801491143,55.03333333333334,1.5697905670000774,5.681663721625663,9.276177090653537,26.669925057021814,4.252605407108145,9.291439585316287,24.428563388398917,-5.881753522144972,-5.72453381408774,15.502740019748451,-1.5425689706318746,-2.868012876792525,-1.5425689706318746
2008-02,35305000,249000,241670000.0,256818000.0,32.62,53.0,81.25,3322.0208,91.0097843711056,2,1,2008,0,77.75,75.92,64.39,72.91,87.07850177628137,84.164791833936,72.25745844832372,81.465324923125,3045.1825,3007.269,2531.4276,2208.9925,55.3,53.2,53.3,55.1,260492000.0,230390000.0,215958000.0,249005000.0,77.52333333333333,3.845014087533719,74.25166666666667,5.3728145944808565,71.27583333333334,5.6360857763866425,87.20491251185632,3.7432676752911616,83.2418771517947,5.902436877529305,79.95990285549847,6.164528801913874,3200.8963666666664,141.6233835228554,3105.606133333333,194.87249271448638,2754.726633333333,404.03851637533745,54.56666666666666,1.357694123627757,54.5,1.2806248474865716,54.85833333333334,1.675197862578591,4.5016077170418,7.02054794520548,26.184190091629134,4.514641977791856,8.132845561687274,25.952097299675934,9.091024922151615,10.466366660248895,31.231120336998774,-1.7173847544441068,-3.775811209439528,-4.591985960807254
2008-03,36471000,423000,225728000.0,246450000.0,31.45,53.4,79.25,3194.691,87.808372047869,3,1,2008,0,81.25,73.57,65.87,69.62,91.0097843711056,83.52645138818198,73.9962327822993,78.6260616030648,3322.0208,3235.4858000000004,2793.5886,2309.4022000000004,53.0,55.4,54.0,53.1,256818000.0,230390000.0,226305000.0,217339000.0,79.41666666666667,1.755942292141917,76.48166666666667,3.7210021051682367,72.07833333333333,6.049324279820362,88.63221939841866,2.0911214820875226,85.543900362723,3.9438274838756455,80.72509539256548,6.542231128996935,3187.2981,138.56714009651958,3172.4565333333335,121.36206867421718,2828.5007,396.07870979997205,53.9,1.228820572744459,54.400000000000006,1.349073756323206,54.88333333333333,1.64859903793457,-2.4615384615384595,7.7205382628789065,20.312737209655364,-3.5176572995518463,5.12642472955922,18.666003316960357,-3.8329019493195227,-1.2608554795697335,14.357962371410004,-3.5867565910484345,-6.704242064669241,-8.06781642794505
2008-04,30104000,637000,208491500.0,236850000.0,31.59,58.4,81.1,3584.2014,89.5576570862688,4,2,2008,0,79.25,77.75,71.15,72.84,87.808372047869,87.07850177628137,79.675500758964,80.90712148843059,3194.691,3045.1825,3230.0901000000003,2291.3077,53.4,55.3,56.1,56.1,246450000.0,260492000.0,235707000.0,178575000.0,80.53333333333332,1.1139269874334425,78.14,3.020966732686696,72.76666666666667,6.589676959020242,89.4586045017478,1.6030030495037078,87.19092641727379,2.93819115419879,81.445973359052,7.023038073888046,3366.9710666666665,198.60761008101204,3231.4750833333333,209.26386707668448,2936.2418416666665,412.18609801495813,54.93333333333334,3.008875759039136,54.78333333333333,2.0653490423332013,55.074999999999996,1.9150718002205558,2.3343848580441584,4.308681672025716,13.984539704848897,1.9921620200932244,2.8470348701643777,12.403004980414867,12.192428000078891,17.70070923499658,10.962892335418118,0.4451510333863373,-4.820729135281709,-7.5504828797190555
2008-05,34614000,315000,191255000.0,210783000.0,32.09,59.2,89.65,4086.6615,97.82636610261241,5,2,2008,1,81.1,81.25,75.92,71.47,89.5576570862688,91.0097843711056,84.164791833936,82.00404866619239,3584.2014,3322.0208,3007.269,2216.0262,58.4,53.0,53.2,58.6,236850000.0,256818000.0,230390000.0,209215000.0,83.33333333333333,5.548047704673467,80.42833333333333,5.324736300199884,74.28166666666667,8.165811025058654,91.73079841225008,5.350883911769571,89.4678554620532,4.816917849150066,82.764499812087,8.472937539101675,3621.8513,447.17555774557655,3411.373833333333,375.72620570238774,3092.1281166666668,465.34636409518663,57.0,3.1432467291003396,55.78333333333333,2.5427675211601013,55.125,2.0204072496765244,10.542540073982742,10.33846153846154,18.084826132771337,9.232833110382233,7.489943832534762,16.231934958779213,14.018746267997106,23.017336315293413,35.89278178972351,1.5827793605571516,-1.624770079705684,-5.339233038348068
2008-06,34874000,526000,205949000.0,182498000.0,33.2,53.3,97.94,4648.0,106.986988972952,6,2,2008,1,89.65,79.25,73.57,70.1,97.82636610261241,87.808372047869,83.52645138818198,76.29015418926,4086.6615,3194.691,3235.4858000000004,2438.46,59.2,53.4,55.4,55.7,210783000.0,246450000.0,230390000.0,166030000.0,89.56333333333333,8.420334514336844,84.49,7.7769274138312205,76.60166666666666,10.492970662940639,98.12367072061107,8.71846861730604,93.37794505951486,7.692859552467064,85.32256937739467,10.685523627147766,4106.287633333333,532.1707941748585,3646.7928666666667,611.8211922676074,3276.2564500000003,600.653887428302,56.96666666666666,3.200520790954705,55.43333333333333,2.7427480137020765,54.925000000000004,2.076327614716995,9.24707194645844,23.583596214511047,33.124915046894124,9.364165546873938,21.84144458870929,28.087554534957082,13.735869731319795,45.49137929145574,43.65694326335783,3.45902150202555,5.564387917329094,-1.5129041827350864
